summonerName,championName,win,kills,deaths,assists,totalDamageDealtToChampions,allInPings,assistMePings,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,placement,playerAugment1,playerAugment2,playerAugment3,playerAugment4,playerSubteamId,profileIcon,pushPings,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,subteamPlacement,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earliestBaron,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killingSprees,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,shortestTimeToAceFromFirstTakedown,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,teleportTakedowns,tookLargeDamageSurvived,turretPlatesTaken,turretTakedowns,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,,,,,,
캐 인,Rengar,TRUE,2,4,7,8916,0,0,0,0,0,0,6027,9,107,0,0,1,0,1252,0,9086,0,0,0,0,TRUE,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,5005,4800,0,TOP,0,0,0,0,6630,3047,0,0,0,3364,9,0,NONE,363,0,1,224,6440,1463,5485,0,8,0,0,0,0,0,2,3,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8021, 'var1': 1309, 'var2': 1240, 'var3': 0}, {'perk': 9111, 'var1': 446, 'var2': 180, 'var3': 0}, {'perk': 9105, 'var1': 11, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 249, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8473, 'var1': 573, 'var2': 0, 'var3': 0}, {'perk': 8453, 'var1': 431, 'var2': 13, 'var3': 0}], 'style': 8400}]}",29007,7452,8281,0,0,0,0,0,0,3535,0,uz6QPchPZhCbQT_Ts9wU7tVag4Q5mc7Wu9Q2c8-5KtH1lVQg14EgPX_BOvr03lDFiVxI7Y1-jaDpSQ,0,,,SUPPORT,0,74,36,44,4,0,2,12,2,4,DDjrTwKafcDRmt6artwwJYsVIgcW6HNjX2Qoy2BX97CQdX4,731,FALSE,100,TOP,17,948,0,38622,0,13812,4,5286,0,63,75,72,1,0,3175,0,44,0,0,0,0,0,11,0,1,5,0,158,0,0,0,0,0,0,0,0,564.2006209,0.268129196,0,4,0,0,0,0,0,0,0,7,1,0,0,0,0,1,798.922444,0,0,948.1903946,0,316.7654273,0,3,0,1,4,0,0,2.25,0,0.473684211,0,0,2,1,0,0,0,0,8,42,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,7,27,0,0,0,5,0,1,0,9,0,0,9,0,0,0,0.197564894,0,1,0,0,0,5,2,0,0,0.306204796,0.710472637,1,1,0,,,,,,,,,,
Ljlrpajkklxwfc,Xayah,TRUE,5,0,5,11786,0,0,0,0,0,5,7137,10,498,0,3,5,1812,1812,1812,2648,0,2,0,0,TRUE,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,8091,7200,0,BOTTOM,0,0,0,1038,0,3133,3006,1083,3095,3363,17,1,NONE,384,5,1,0,2623,627,865,0,0,0,0,0,0,0,3,4,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 44, 'var2': 9, 'var3': 0}, {'perk': 8009, 'var1': 1249, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 15, 'var2': 30, 'var3': 0}, {'perk': 8017, 'var1': 344, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",67858,11123,4661,0,0,0,0,0,0,5764,0,REw07L0pCFgVr2WWt-E3afF5U_eIi4R4ycusOk08oDTXT3szuP7S3_WCLXrKacuauwGC5AFQEZaclw,0,,,DUO,0,42,19,31,3,0,3,4,3,7,ynnyYdb0lIkBVT0rZEJOkXSw1hnzcHVlB25p86Tfr4P6FnjF3g8w-n8RYA,222,FALSE,100,BOTTOM,11,948,0,76317,0,5636,0,1750,206,144,9,0,2,0,5834,35,110,0,1,0,0,0,14,2,3,7,0,95,0,0,0,0,0,0,0,0.307474965,2,745.8494509,0.109420885,0,0,1,0,0,1,206,0,0,8,0,0,0,0,0,1,798.922444,0,0,948.1903946,0,512.0334873,0,1,1,0,0,0,0,1,10,0,0.526315789,0,1,0,0,0,0,0,0,14,89,1,0,0,54,1,2,0,0,0,0,0,0,0,2,0,0,0,6,1,0,0,0,0,0,0,0,10,29,0,0,2,4,0,6,1,10,0,0,8,0,0,0,0.261172467,0,1,0,4,1,5,6,0,0,0.392490029,0.905734815,3,3,0,,,,,,,
jqjin,Rakan,TRUE,3,1,7,2530,0,2,0,0,0,2,4105,8,497,0,1,4,411,610,411,7209,0,1,0,0,TRUE,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4745,4000,0,UTILITY,0,0,0,3851,2031,2055,3111,1011,3105,3364,13,1,NONE,0,2,1,569,3660,1472,1952,0,0,0,0,0,0,0,4,5,0,"{'statPerks': {'defense': 5002, 'flex': 5002, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8465, 'var1': 963, 'var2': 0, 'var3': 0}, {'perk': 8401, 'var1': 48, 'var2': 0, 'var3': 0}, {'perk': 8473, 'var1': 277, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 34, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8136, 'var1': 4, 'var2': 8, 'var3': 0}, {'perk': 8106, 'var1': 4, 'var2': 0, 'var3': 0}], 'style': 8100}]}",2549,765,5726,0,0,0,0,0,0,2075,0,Vmv0-d6qrKdbuKq1r6UdX-qmQntY3S6HZXPdPksLSxdgGCgksDy-73O1Z9VLbO68ECv6WDDZa7Lcig,0,,,SUPPORT,0,20,23,30,2,0,3,14,2,4,ETqF03w1ecq3Z6v9QbEumq-dhOah43Y-PfYLX_02TLDZ1IHJHYwkHf5_RA,177,FALSE,100,UTILITY,7,948,0,6501,1057,8086,0,1922,609,7,10,14,5,0,292,292,408,0,1,0,0,0,38,2,3,15,0,75,0,0,0,0,0,0,0,0.477286392,1,160.1039302,0.156982881,0,1,4,0,0,0,1667.55249,0,0,9,0,0,0,0,0,1,798.922444,0,0,948.1903946,0,300.2711382,0,1,2,0,0,0,0,1,10,1,0.526315789,0,0,2,0,0,0,0,0,9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,23,13,0,0,0,10,0,8,1,10,0,0,8,0,0,0,0.056063242,0,1,0,2,1,5,0,0,0,0.538150907,2.437695904,3,3,0,,,,,,,
Ranger god,Akshan,FALSE,2,3,1,8315,0,0,0,0,0,0,7083,10,166,0,1,0,0,0,0,5355,0,0,1,0,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,5601,5375,0,MIDDLE,0,0,0,1043,2031,3087,1037,1036,1001,3340,12,1,NONE,270,2,2,358,12302,1689,1218,0,0,0,0,0,0,0,0,6,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 545, 'var2': 333, 'var3': 211}, {'perk': 8009, 'var1': 594, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 146, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8473, 'var1': 374, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 110, 'var2': 0, 'var3': 0}], 'style': 8400}]}",43498,6609,6334,0,0,0,0,0,0,7,0,INJsajZtPoLaEgC_q0S_h2Cv3mtGfRQo82B1z3-EXZK7c39QSutVIKhsdpl0KqWKKJwC42yfzeMpXg,0,,,SUPPORT,0,68,10,45,1,0,2,12,1,4,tTHvrqOWfNJZmhw_jnDr-aIhl3f-ytOdgkHYXI26ImS_kIc,272,FALSE,200,MIDDLE,0,948,0,56073,0,8134,0,0,0,125,12,72,0,0,271,16,581,0,0,2,0,0,7,0,0,5,0,124,0,0,0,0,0,0,0,0,526.1893789,0.147218632,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948.1903946,0,354.4587323,0,0,0,0,0,0,0,1,0,0.428571429,0,0,1,1,0,0,0,0,11,72,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,37,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0.259322136,0,0,0,0,0,0,5,0,0,-0.365789175,0.443512775,0,0,0,,,,,,,,,,,
정현심,Rell,FALSE,1,3,6,3250,0,0,0,0,0,0,5367,9,526,0,0,4,0,6725,0,14682,0,1,0,0,TRUE,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,10,5288,4775,0,JUNGLE,0,0,0,3158,2055,1011,1102,6660,3105,3364,16,0,NONE,0,0,1,575,60238,2380,3188,0,80,0,0,0,0,0,5,7,0,"{'statPerks': {'defense': 5001, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 208, 'var2': 525, 'var3': 0}, {'perk': 8401, 'var1': 80, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 23, 'var2': 11, 'var3': 11}, {'perk': 8242, 'var1': 43, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8306, 'var1': 1, 'var2': 0, 'var3': 0}, {'perk': 8321, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",13183,778,9732,0,0,0,0,0,0,4149,0,QvPgvOzUKuiNknQ4iZRF5fJEJmuXqaxhFO3uFWzqKhKBS11mSpNrTTtHowkWpBEwotcD30AeewztCg,0,,,SUPPORT,0,74,41,39,4,0,8,11,4,4,iFPI0MW-ysNtQMV-PpeN-GSlDW-O4D6DJBp4P0HOHqRz5VI,533,FALSE,200,JUNGLE,21,948,71,94986,0,13174,0,5290,0,5,201,28,1,0,21563,91,252,0,0,2,0,0,12,3,2,2,0,158,0,55,0,0,0,0,0,0.454466994,1,205.6921463,0.238433392,0,3,5,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,948.1903946,334.6515948,0,4,1,0,44.00000009,0,0,0,2.333333333,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,4.00000003,0,1,0,-49.00000006,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,27,0,0,0,0,1,0,0,0,7,0,0,6,0,0,0,0.101371348,0,0,0,0,0,0,0,0,0,-0.013576567,0.785507511,2,2,0,,,,,,,,,
나 랜선데,Jax,FALSE,3,3,3,10854,0,0,0,0,0,0,6989,10,24,0,8,4,1683,1683,1683,8820,0,1,0,0,TRUE,17,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,6349,6025,0,TOP,0,0,0,1054,2031,0,6632,3067,3047,3340,17,1,NONE,0,2,1,581,16412,5209,2809,0,0,0,0,0,0,0,2,8,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 715, 'var2': 420, 'var3': 0}, {'perk': 8446, 'var1': 681, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 804, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 131, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",34028,5645,11472,0,0,0,0,0,0,5411,0,BQccKX8W6ZfeeSbdBe_1ZVE-NeBhhGkdKk8kR48ialFpggokwInK8SlhyhZC_fjRtEXiobetrJ-R7g,0,,,SUPPORT,0,26,53,38,3,0,2,4,3,12,2SnzoLD7aWB0fu96N3wO_vztmtV9-7XzxN5IB3n1l4SsEpJE,724,FALSE,200,TOP,14,948,0,54766,0,14862,0,1190,0,119,54,60,1,0,4325,0,580,0,0,2,0,0,8,1,0,7,0,120,0,0,0,0,0,0,0,1,686.8428706,0.268989126,0,3,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,948.1903946,0,401.7909983,0,3,0,0,0,0,0,2,0,0.857142857,0,0,1,0,0,0,0,0,0,76,1,0,0,60,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0.338497065,0,0,0,3,0,0,5,0,0,-0.23442322,0.543921336,0,0,0,,,,,,,,,,,
HLE Pyeonsik,Aphelios,FALSE,1,4,0,6731,0,0,0,0,0,1,5391,9,523,0,0,1,0,0,0,3574,0,0,0,0,TRUE,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,5305,4600,0,BOTTOM,0,0,0,1083,3095,3006,0,0,0,3340,10,0,NONE,312,0,1,332,2184,615,1487,0,0,0,0,0,0,0,0,9,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8021, 'var1': 687, 'var2': 533, 'var3': 0}, {'perk': 8009, 'var1': 324, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8017, 'var1': 412, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8275, 'var1': 6, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 4, 'var2': 0, 'var3': 0}], 'style': 8200}]}",33993,6116,6464,0,0,0,0,0,0,3789,0,dbKNv5kxyxYeZbrmdTvWj0daUJtBswRqpns1rsrBAd0GmjgvlSfhsj33JvCfey_mxgUulUI0N8JAuw,0,,,SUPPORT,0,33,116,0,4,0,3,4,3,6,fkIUoiG3khGWhX3JEpYbpvXctRNME1Nuc60k3c-crahYg18XZa8jQFnh-Q,446,FALSE,200,BOTTOM,8,948,0,36177,0,8218,0,1825,0,107,41,74,1,0,0,0,267,0,0,2,0,0,10,0,2,4,0,153,0,0,0,0,300,0,0,0,425.9399692,0.14874236,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,948.1903946,0,335.728286,0,0,0,0,0,0,0,0.25,0,0.142857143,0,0,0,0,0,1,0,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,20,13,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0.209916177,0,0,0,0,0,0,4,0,0,-0.28186202,0.650442566,2,2,0,,,,,,,,,,
씨맥당신은틀렸어,Alistar,FALSE,0,6,4,2914,0,0,0,0,0,0,3908,7,12,0,3,7,0,0,0,10284,0,4,0,0,TRUE,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3477,2875,0,UTILITY,0,0,0,3859,3158,2055,3023,0,0,3364,14,0,NONE,0,0,0,234,3866,2124,3158,0,0,0,0,0,0,0,12,10,0,"{'statPerks': {'defense': 5002, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8351, 'var1': 39, 'var2': 269, 'var3': 0}, {'perk': 8306, 'var1': 4, 'var2': 0, 'var3': 0}, {'perk': 8316, 'var1': 276, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8275, 'var1': 11, 'var2': 0, 'var3': 0}, {'perk': 8232, 'var1': 2, 'var2': 0, 'var3': 0}], 'style': 8200}]}",2244,292,7096,0,0,0,0,0,0,4554,0,Zo5cGbmcY3jnx01GJdL1D51fBBbW2f18gCR8BGX9rs8_9r8cBf2aQc-o4ul4oYYFHjO5wXHdMOOEww,0,,,SUPPORT,0,16,16,15,2,0,7,4,4,14,oXQeTKHeuqdMbOSkmAuS_VYUtNZtbzNhEdhks5E1qGJLN2CU,447,FALSE,200,UTILITY,35,948,0,12836,0,10863,0,2125,1238,23,113,71,5,0,6725,498,609,0,0,2,0,0,25,5,3,17,0,49,0,0,0,0,0,0,0,0.318243413,4,184.4311344,0.19661649,0,6,4,0,0,0,1238.46106,0,0,47,0,0,0,0,0,0,0,0,948.1903946,0,220.0623905,0,1,1,0,0,0,0,0,0.666666667,0,0.571428571,0,0,0,0,0,0,0,0,0,13,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,25,0,0,0,0,13,0,0,0,4,0,0,3,0,0,0,0.090893275,0,0,0,0,0,0,0,0,0,-0.349868774,1.584822298,3,3,0,,,,,,,,
그아아아아아아악,KSante,TRUE,1,3,0,14345,0,0,0,0,0,0,9376,12,897,0,0,2,887,2001,887,20792,0,1,0,0,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,6761,6575,0,TOP,0,0,0,1054,6662,2422,3075,0,1029,3364,15,0,NONE,0,0,1,452,2012,1466,3326,0,0,0,0,0,0,0,0,1,0,"{'statPerks': {'defense': 5002, 'flex': 5002, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 1487, 'var2': 849, 'var3': 0}, {'perk': 8446, 'var1': 583, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 1183, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 171, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 11, 'var2': 1, 'var3': 5}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",75635,12624,11335,0,0,0,0,0,0,3787,0,PxFR7haiB4i6Kqe6OnNWgMZeA1lQtwJavD8gYo4BDIXh5Ld0ZXKCF4NkMfmHy4AHOzIvI4L47ncr4A,0,,,SUPPORT,0,140,20,47,4,0,1,4,1,12,TTLCUQUxasBsg_SoUhf_jfPZxekV9YM88GIJ41mH_8udSQM,890,FALSE,100,TOP,34,1146,0,81653,0,14751,0,2016,0,157,1836,72,1,0,4005,254,90,0,0,1,0,0,17,1,3,5,0,211,0,0,0,0,0,0,0,1,750.9638732,0.268511194,0,3,0,0,0,0,0,0,0,52,0,0,0,0,0,1,886.3194393,0,0,1146.178301,0,353.9501917,0,1,1,0,0,0,0,0,0,0.333333333,0,0.055555556,0,0,1,0,0,0,0,1,0,83,0,0,0,16,1,1,0,0,0,1,0,0,6662,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,4,0,4,0,1,0,0,1,0,0,0,0.265767895,0,2,0,1,0,10,7,0,0,-0.092111051,0.918642088,3,3,0,,,,,,
T1 F0rest,Viego,TRUE,7,1,4,11267,0,2,0,0,0,5,8668,12,234,0,2,5,271,45893,271,14369,0,2,1,2,TRUE,5,6,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,9,9121,8750,0,JUNGLE,0,0,0,0,2420,2055,6632,3047,3071,3364,19,2,NONE,248,5,2,462,4153,681,4615,0,108,0,0,0,0,0,16,2,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 586, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 880, 'var2': 220, 'var3': 0}, {'perk': 9104, 'var1': 12, 'var2': 50, 'var3': 0}, {'perk': 8014, 'var1': 323, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 9, 'var2': 4, 'var3': 5}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",121298,10180,15641,0,0,0,0,0,0,22,0,RC0CJzG9omQNMWHxj2VvXS709hSN-HxZSPs8_AnhGoEjO3fl8VEeXbqqhhwlRuav4IXaZ1dVE3xhVg,0,,,SUPPORT,0,149,99,48,10,0,12,11,4,4,kovH0PivHzzE1gGHAxjLrFcjLSvktxtuG3JMLzwXfvfrYTs,647,FALSE,100,JUNGLE,16,1146,76,151966,0,20287,4,14099,0,13,218,16,1,0,26515,405,30,1,1,1,0,2,24,7,6,3,0,306,0,55,0,0,0,1,0,0.179503632,2,589.8263231,0.369278723,0,1,0,0,3,358.7042806,1,0,0,0,15,1,0,0,0,0,1,886.3194393,0,0,1146.178301,477.4938638,0,5,3,0,52.00000006,1,0,0,11,0,0.611111111,0,1,2,1,0,0,0,1,5,0,0,0,0,33.00000003,1,2,0,-29.00000009,0,1,1,0,6632,0,3,0,0,0,6,1,0,0,0,0,2,0,1,8,12,0,0,2,1,0,4,0,11,0,0,6,0,0,0,0.208740934,0,2,0,2,1,10,0,1,0,0.173322797,1.272790916,6,6,0,,,,,,
Hide on bush,Azir,TRUE,3,2,1,8291,0,2,0,0,0,3,11168,13,268,0,1,4,3300,4769,3300,2916,0,1,1,1,TRUE,14,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,8734,8300,0,MIDDLE,0,0,0,2031,6655,2055,3020,1056,3115,3340,16,1,NONE,0,3,2,348,90823,8239,2739,1,4,0,0,0,0,0,7,3,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 726, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 359, 'var3': 0}, {'perk': 8233, 'var1': 4, 'var2': 10, 'var3': 0}, {'perk': 8237, 'var1': 388, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 1140, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 16, 'var2': 50, 'var3': 0}], 'style': 8000}]}",3341,52,2456,0,0,0,0,0,0,6,0,bYb4sp0kNOvSQR_-vdeHhAZ09hXsjx0ZLbI4RkifAawfMgWFNKR9vMt-4r_sZV3dZkK-Ck1HPIU5vg,0,,,DUO,0,48,117,7,3,0,3,12,2,4,XQxl-jtnqpm3Go0B4lfRP1de--SGKgKplmoLCssqOjTCjg,696,FALSE,100,MIDDLE,5,1146,0,94165,0,5235,0,39,0,206,121,39,1,0,0,0,40,1,1,1,0,0,13,2,3,7,0,175,0,0,0,0,0,0,0,0.590109831,1,434.0484493,0.095295622,0,2,0,0,1,718.7345701,0,0,0,0,3,0,0,0,0,0,1,886.3194393,0,0,1146.178301,0,457.2302769,0,1,0,0,0,0,0,2,0,0.222222222,0,1,0,0,0,0,0,1,1,95,0,0,0,43,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,4,0,0,0,0,0,0,0.153610775,0,2,2,0,0,1,10,9,0,0,-0.408009112,0.688787266,3,3,0,,,,,
