summonerName,championName,win,kills,deaths,assists,totalDamageDealtToChampions,allInPings,assistMePings,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,placement,playerAugment1,playerAugment2,playerAugment3,playerAugment4,playerSubteamId,profileIcon,pushPings,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,subteamPlacement,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earliestBaron,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killingSprees,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,shortestTimeToAceFromFirstTakedown,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,teleportTakedowns,tookLargeDamageSurvived,turretPlatesTaken,turretTakedowns,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,,,,,,
marshmallowo,Sylas,FALSE,12,3,4,35026,1,11,0,1,0,0,14350,15,517,0,37,2,0,19786,0,28604,0,1,3,1,TRUE,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,14285,14025,1,JUNGLE,0,0,2,4645,3157,1082,4636,3020,3135,3364,22,3,JUNGLE,0,6,2,1262,138966,33396,6489,0,98,0,1,0,0,0,63,2,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1814, 'var2': 20, 'var3': 0}, {'perk': 8143, 'var1': 1296, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8321, 'var1': 5, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",9030,424,27155,0,0,0,0,0,0,3150,0,a_ILhQuYAdNjqHOFzhmLQkg17L6QiL3m7g0y3nRXhRMnlv3vq-mAyq1LcjOSZbzL1dCDex1Du7e1iQ,0,,,NONE,0,105,74,190,24,0,3,4,17,11,sjTQpKCAZ3YWwT_b1-_M2HkEo-O8yIm-PMKDWHUSeGduQEMiot25b5V30g,90,FALSE,100,JUNGLE,28,1743,79,187199,0,33883,0,15683,0,52,455,85,1,0,39201,1204,238,0,0,11,0,0,20,1,8,2,0,393,0,60,1,0,1125,0,0,1,1204.978133,0.246887652,0,3,11,0,1,1686.322491,1047.807792,0,0,0,0,29,0,0,1,0,0,0,0,3,1744.077682,491.4454846,0,10,1,1,31.35000005,0,0,0,5.333333333,2,0.727272727,0,3,1,1,0,3,0,0,0,15,0,0,0,0.400000006,0,1,0,-49.00000009,0,0,3,1,4636,0,3,0,0,0,12,1,0,0,0,0,0,0,1,56,8,0,0,2,1,0,2,0,16,0,0,4,0,0,1,0.360721272,0,0,0,0,0,0,1,0,0,-0.287556171,0.713814364,8,5,0,,,,,,,
송제우,Yone,FALSE,3,4,8,16469,0,0,0,0,0,0,16961,17,777,0,3,5,2735,10924,2735,34631,0,2,0,0,TRUE,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,12414,13145,0,MIDDLE,0,0,2,6673,1018,3006,3153,3001,1043,3364,23,1,MIDDLE,382,2,1,1140,24337,3566,8627,0,12,0,1,0,0,0,3,3,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 32, 'var2': 3, 'var3': 0}, {'perk': 9111, 'var1': 1049, 'var2': 220, 'var3': 0}, {'perk': 9104, 'var1': 17, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 229, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8242, 'var1': 38, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 1011, 'var2': 0, 'var3': 0}], 'style': 8400}]}",135095,11134,17900,0,0,0,0,0,0,23,0,uTh7AUuMxZP_miYxO9FbRrcEgJWoCIvdyYM3MeMsWhMuLJuznvny0F02Vy55cqoURc-UJqqL4BFLLQ,0,,,SOLO,0,286,80,64,10,0,4,12,3,4,yWBGz5JWluoUFklGUr_mIAJz-cb4O4i5OiGDM87zRlt1MjU,555,FALSE,100,MIDDLE,14,1743,0,161200,0,27037,0,7886,0,240,170,134,1,0,1767,1767,508,1,1,11,0,0,25,3,6,5,0,440,0,1,1,0,150,0,0,0.795035646,2,566.5913096,0.197002101,0,4,8,0,1,1686.322491,1047.807792,0,0,0,0,21,0,0,0,0,0,0,0,3,1744.077682,0,427.0902394,0,5,0,0,4,0,0,2.75,0,0.5,0,0,0,0,0,0,0,0,1,92,0,0,0,48.40000001,0,1,0,0,0,0,0,0,3001,0,0,0,0,0,9,1,0,0,0,0,0,0,3,42,9,0,0,1,3,0,2,0,11,0,0,2,0,0,1,0.169614313,0,0,0,1,1,0,11,0,0,-0.343696952,0.873269066,6,4,0,,,,,,
땅우양,Aphelios,FALSE,1,5,9,23754,0,6,0,0,0,0,14792,16,523,0,9,5,2975,3985,2975,17274,0,3,0,0,TRUE,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,12926,12875,0,BOTTOM,0,0,2,3031,3085,3035,3095,3006,1036,3363,28,0,BOTTOM,684,0,1,684,13412,2898,6179,0,4,0,1,0,0,0,15,4,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8021, 'var1': 2834, 'var2': 2338, 'var3': 0}, {'perk': 9101, 'var1': 3234, 'var2': 3213, 'var3': 0}, {'perk': 9103, 'var1': 22, 'var2': 30, 'var3': 0}, {'perk': 8017, 'var1': 2390, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8233, 'var1': 20, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 14, 'var2': 0, 'var3': 0}], 'style': 8200}]}",167023,20856,14733,0,0,0,0,0,0,6271,0,eehr0tb-oE-IVUokELZp3kcJtClHm6cGsJl6wDdhSaVMXVWQpHBAHO2Yxc7xHyLnVcb_nkGrNIgy0g,0,,,CARRY,0,74,176,0,8,0,5,1,3,4,SkUVufK1saEGDrrWjAG6xkOcRYTIK566KaaQf38fPachDZs,638,FALSE,100,BOTTOM,12,1743,4,183040,0,21534,0,7556,0,279,65,136,1,0,2605,0,621,1,1,11,0,0,27,3,11,9,0,258,0,1,0,0,0,0,0,0.629960841,3,817.2196825,0.15690597,0,5,8,0,1,1686.322491,1047.807792,0,0,0,0,9,0,0,0,0,0,0,0,3,1744.077682,0,444.6970114,0,1,1,0,0,0,0,0,2,0,0.454545455,0,0,0,0,0,0,0,0,2,77,0,0,0,31.59999993,0,2,0,0,0,0,0,0,3031,0,0,0,0,0,8,1,0,2,0,0,0,0,0,42,48,0,0,0,4,0,0,0,10,0,0,3,0,0,1,0.244642218,0,0,0,2,1,0,12,0,0,-0.155378878,0.960273623,11,7,0,,,,,
Super Shyyyyy,Thresh,FALSE,1,7,9,6311,0,0,0,0,0,0,9595,12,412,0,2,15,0,1750,0,22237,0,10,0,0,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,7204,7000,0,UTILITY,0,0,2,6667,3857,3012,2055,3114,3158,3364,30,0,BOTTOM,0,0,1,686,9783,4811,7016,0,0,0,1,0,0,0,0,5,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 485, 'var2': 2305, 'var3': 0}, {'perk': 8463, 'var1': 1037, 'var2': 0, 'var3': 0}, {'perk': 8473, 'var1': 874, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 50, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8313, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8316, 'var1': 549, 'var2': 0, 'var3': 0}], 'style': 8300}]}",4316,621,13848,0,0,0,0,0,0,5131,0,MrjabPN8SMNfAfbk6z9eTqwY__QA-aY4bTNlIE6gT5Y_-NBms_7JIuWehbrDL6bc6lKJe5-ZuejOhA,0,,,SUPPORT,0,25,22,17,10,0,5,14,2,4,naE2DSLs91Bhg8Yopc41KtLJSlojrBUSrmbbPNHkpqRlW44,405,FALSE,100,UTILITY,27,1743,0,20106,1733,21139,0,2386,1423,38,85,219,5,0,6006,877,274,0,1,11,0,0,69,12,11,35,0,74,0,0,1,0,0,0,0,0.318034107,10,217.1146438,0.154033112,0,7,6,0,1,1686.322491,1047.807792,0,3157.604492,0,0,45,0,0,0,0,0,0,0,3,1744.077682,0,247.8647289,0,1,4,0,0,0,0,0,1.428571429,1,0.454545455,0,0,0,0,0,0,0,3,1,15,0,0,0,12,0,1,0,0,0,0,0,0,6667,0,0,0,0,0,8,1,0,0,0,0,0,0,0,34,16,0,0,0,24,0,2,0,10,0,0,3,0,0,1,0.064995263,0,0,0,0,1,0,1,0,0,-0.1634866,2.379751685,11,7,0,,,,,
전시우 07,Irelia,TRUE,6,9,7,43727,0,5,0,1,0,0,16941,17,39,0,9,2,3567,13109,3567,52379,0,0,0,0,TRUE,4,8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,15003,14600,0,TOP,1,1,0,3153,6630,3143,3091,3047,1029,3364,57,2,TOP,0,3,1,464,43584,13174,19537,0,20,0,0,1,0,0,15,6,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 1501, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 2971, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 13, 'var2': 10, 'var3': 0}, {'perk': 8299, 'var1': 2001, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",195383,30553,29008,0,0,0,0,0,0,6236,0,9XUYVikJzIKdy49sCxMiWdKPmEI7kik1reXmJuDFhRDQ6aq2XvnhIvzcIkTFCCs64Qifb32EbnJ2lA,0,,,SOLO,0,319,29,82,10,0,4,12,5,4,ARCru5Xs7pZVR2lmdBWMz97CWfGLQ6dtcHCVUnsv6QcbbFYkVQ6tDFhqtg,377,FALSE,200,TOP,21,1743,5,238967,0,50367,8,20118,0,272,87,340,1,0,0,0,1822,3,3,3,0,0,13,0,1,5,0,440,0,4,1,0,0,0,0,0,1504.319193,0.378667327,0,9,8,0,0,1304.027786,1,0,0,0,23,2,0,0,0,0,1,802.5466581,0,1,1744.077682,0,516.1526024,0,1,4,0,0,0,0,1,1.444444444,0,0.481481481,0,1,5,0,0,0,0,0,4,86,1,0,0,161,1,3,0,0,0,0,0,0,6630,0,1,0,0,0,10,1,0,0,0,0,0,0,0,45,34,0,0,1,1,5,0,10,1,13,0,0,5,0,0,1,0.390039001,0,2,0,3,3,0,13,0,0,-0.155856431,0.459757754,1,0,0,,,,,
aowamzosq,JarvanIV,TRUE,8,1,17,16144,0,27,0,0,0,0,14371,15,59,0,21,8,3289,38900,3289,51218,0,6,1,1,TRUE,12,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,9,13658,13275,1,JUNGLE,1,2,0,6630,2055,8020,3158,3161,3110,3364,27,1,JUNGLE,0,8,2,1637,16429,1365,9195,0,146,0,0,1,0,0,49,7,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 532, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 2336, 'var2': 500, 'var3': 0}, {'perk': 9104, 'var1': 11, 'var2': 20, 'var3': 0}, {'perk': 8014, 'var1': 434, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 9, 'var2': 4, 'var3': 5}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",148717,13413,21073,0,0,0,0,0,0,5685,0,zEvey0Ek8EmB5TEA6OAbX8UaGRJdTvJxlQl2k7iJysSV2USqJXb7ePoafC4wS2GEJKabdY9FmsaItA,0,,,NONE,0,137,107,108,15,0,4,4,22,11,vAe8jiZJTa33jbyoqK64sXXcUKrqndWMP16Kg-oTbRAKz3-gRv_ZVzNtqw,126,FALSE,200,JUNGLE,24,1743,73,212492,0,30708,46,16315,0,12,872,49,1,0,47344,1365,439,2,6,3,0,0,29,7,8,8,0,367,0,58,1,0,0,4,0,0.805304376,6,555.4161247,0.230867682,0,1,7,0,2,1304.027786,720.2812155,1,0,0,0,11,27,0,0,0,0,1634.959925,1,802.5466581,0,1,1744.077682,469.8873046,0,1,6,3,1,60.00000009,0,0,1,25,0,0.925925926,1,1,3,1,0,0,0,0,0,0,0,1,0,23.85000002,1,2,0,-8.600000054,0,0,1,0,6630,0,2,0,0,0,22,1,0,0,0,0,2,0,2,42,0,0,0,0,2,1,0,0,25,0,0,6,0,0,1,0.144007968,0,2,0,3,6,0,0,0,0,0.403619409,1.001923734,8,4,0,,,
헤 돈,TwistedFate,TRUE,2,2,12,18888,0,0,0,0,0,0,15718,16,4,0,7,4,4910,14906,4910,6312,0,4,0,1,TRUE,12,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,12567,11050,0,MIDDLE,0,2,0,6656,2033,3094,3100,1082,3020,3340,19,1,MIDDLE,231,2,1,914,125511,17281,6638,1,20,1,0,1,0,0,2,8,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 1617, 'var2': 0, 'var3': 0}, {'perk': 8139, 'var1': 768, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8316, 'var1': 3897, 'var2': 0, 'var3': 0}, {'perk': 8352, 'var1': 287, 'var2': 750, 'var3': 540}], 'style': 8300}]}",17572,1607,7412,0,0,0,0,0,0,23,0,MNDfXtxnueyruofSswMmh68eMsP-VfM78LkwCr1xazGUGvRMr7X7PXSvrx2UYa9y9r2Y8DHdfFGJkg,0,,,SOLO,0,115,213,0,16,0,4,12,3,4,x3VaoiRrSyOlZnOddp4O13q9rghRWAvVxXRX0xIN5E1FZ5M,621,FALSE,200,MIDDLE,43,1743,8,143812,0,14419,0,2769,0,192,162,83,1,0,728,0,368,2,6,3,0,0,38,4,6,14,0,344,0,2,1,0,0,0,0,0.710157786,4,649.8201586,0.108405275,0,2,1,0,1,1304.027786,1672.170868,0,0,0,0,39,0,0,1,0,0,1,802.5466581,0,1,1744.077682,0,432.3430829,0,11,0,0,0,0,0,7,3,0.518518519,0,0,2,0,0,0,0,0,4,85,0,0,0,3,1,1,0,0,0,0,0,0,6656,0,0,0,0,0,12,1,0,0,0,0,2,0,2,10,35,0,0,0,10,0,2,0,14,0,0,2,0,0,1,0.168484991,0,2,0,4,6,0,9,0,0,0.523686409,1.330588201,6,4,0,,,,,
dnasojiayin7ox,Xayah,TRUE,10,4,6,26985,1,3,0,0,0,4,13426,15,498,0,21,6,7726,23925,7726,7687,0,4,1,1,TRUE,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,14934,12600,0,BOTTOM,0,2,0,3035,6672,6675,3006,3046,1055,3363,24,2,BOTTOM,521,4,2,811,1050,120,7444,0,29,0,0,1,0,0,9,9,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 50, 'var2': 5, 'var3': 0}, {'perk': 8009, 'var1': 2334, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 20, 'var2': 50, 'var3': 0}, {'perk': 8014, 'var1': 639, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",194628,26601,9672,0,0,0,0,0,0,5875,0,REw07L0pCFgVr2WWt-E3afF5U_eIi4R4ycusOk08oDTXT3szuP7S3_WCLXrKacuauwGC5AFQEZaclw,0,,,CARRY,0,88,40,59,7,0,3,4,4,1,ynnyYdb0lIkBVT0rZEJOkXSw1hnzcHVlB25p86Tfr4P6FnjF3g8w-n8RYA,227,FALSE,200,BOTTOM,18,1743,22,196267,0,17718,3,3194,0,233,88,162,1,0,588,263,601,3,5,3,0,0,33,4,9,12,0,194,0,20,0,0,300,0,0,0.659989788,4,928.3490009,0.133207892,0,4,4,0,2,1304.027786,1361.64852,0,0,0,0,13,2,0,1,0,0,1,802.5466581,0,1,1744.077682,0,513.7719342,0,7,0,0,0,0,0,4,4,0.592592593,0,2,2,0,0,0,0,0,11,78,0,0,0,14.80000004,1,1,0,0,0,0,1,1,6675,0,1,0,0,0,15,1,0,3,0,0,0,0,0,25,57,0,0,0,1,5,0,2,0,16,0,0,2,0,1,1,0.240701786,0,2,0,2,5,0,9,0,0,0.183962822,1.136928278,9,5,0,,,,
크 르,Rakan,TRUE,1,6,19,6364,0,0,0,0,0,0,11229,13,497,0,5,14,585,6826,585,22272,0,11,0,0,TRUE,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,8106,6900,0,UTILITY,0,2,0,3860,2055,6667,3023,3916,3158,3364,25,0,BOTTOM,0,0,1,556,11101,5056,8515,1,0,0,0,1,0,0,2,10,0,"{'statPerks': {'defense': 5002, 'flex': 5002, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8465, 'var1': 1876, 'var2': 0, 'var3': 0}, {'perk': 8463, 'var1': 1148, 'var2': 0, 'var3': 0}, {'perk': 8473, 'var1': 690, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 50, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8136, 'var1': 11, 'var2': 30, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}]}",7626,895,10664,0,0,0,0,0,0,5408,0,1UIlb8_1fWFkBm_6vIBLy_daRPX1KZLsizTrVKs-0vr2MnvbKRm18p5LPEJY6dszpYxP9YxWqd6mBg,0,,,SUPPORT,0,45,42,73,10,0,6,14,3,4,TW-fxEf8wO_F8FT7s8OVY7hU0GHTjwn_4ifc0EtlX6pdMA,446,FALSE,200,UTILITY,30,1743,0,27580,3166,19799,0,7395,4697,26,81,174,5,0,8851,412,618,0,6,3,0,3,82,12,2,56,0,170,0,0,1,0,500,0,1,0.713905851,11,218.9385282,0.148851823,0,6,12,0,2,1304.027786,720.2812155,0,7863.195313,0,0,34,0,0,0,0,0,1,1,802.5466581,0,1,1744.077682,0,278.8887208,0,9,0,0,0,0,0,3.333333333,3,0.740740741,0,0,0,0,0,0,0,0,9,13,0,0,0,2,1,2,0,0,0,0,0,0,6667,0,0,0,0,0,17,1,0,0,0,0,1,1,0,65,24,0,0,0,28,0,0,0,20,0,0,2,0,0,1,0.056766254,0,2,0,0,6,0,0,0,0,0.195438147,2.844845894,2,2,1,,,,
baozaopiqi,Jax,TRUE,1,4,7,14584,0,0,0,0,0,0,15020,16,24,0,4,2,11174,15938,11174,15005,0,1,0,1,TRUE,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,12267,12508,0,TOP,0,1,0,3161,0,0,3153,3078,3111,3340,20,0,JUNGLE,0,0,1,554,43110,5662,7867,0,12,0,0,0,0,0,7,1,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 28, 'var2': 1, 'var3': 0}, {'perk': 9111, 'var1': 640, 'var2': 160, 'var3': 0}, {'perk': 9104, 'var1': 19, 'var2': 30, 'var3': 0}, {'perk': 8299, 'var1': 182, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",105784,8921,11227,0,0,0,0,0,0,5414,0,VsvwSBD7MaoM3jecDRzLxO5g2dh1etqgzixBuzDWY36OVnt7ID5CZmXzN1uOodlNNFj7Gyj42LU5vg,0,,,NONE,0,50,106,61,7,0,4,4,5,12,QkjsjHjBha98yxHiXxLle54JnHfeHeeUhEJcpDQ3nkCsm5VGJ4ji_ljmUw,273,FALSE,100,TOP,12,1621,0,154302,0,20534,8,6045,0,207,96,105,1,0,5407,0,1438,4,4,2,0,0,13,1,0,8,0,224,0,0,0,0,0,0,0,0.157534728,1,539.6233065,0.18379775,0,4,15,0,1,1337.814453,1053.333433,0,0,0,0,13,2,0,0,0,0,1,760.8442143,0,4,1621.631001,0,453.8914059,0,3,0,0,0,0,0,2,0,0.266666667,0,0,0,0,0,0,0,0,0,67,0,0,0,54,1,2,0,0,0,0,0,0,3078,0,0,0,0,0,5,1,0,0,0,0,1,0,0,78,0,0,0,1,2,7,0,2,0,8,0,0,1,0,0,1,0.153994122,0,2,0,4,4,5,9,0,0,-0.615432024,0.48524541,0,0,0,,,,
B0NN1E,Nocturne,TRUE,12,1,7,14719,0,16,2,1,0,7,14151,15,56,0,22,5,1593,47198,1593,22648,0,4,2,2,TRUE,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,13623,12050,0,JUNGLE,0,1,0,3161,3111,6631,1033,3071,0,3364,23,2,JUNGLE,0,7,3,863,879,799,8450,0,158,0,0,1,0,0,25,2,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 19, 'var2': 6, 'var3': 0}, {'perk': 9111, 'var1': 1469, 'var2': 380, 'var3': 0}, {'perk': 9104, 'var1': 10, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 380, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8143, 'var1': 302, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}]}",172440,12536,22350,0,0,0,0,0,0,6248,0,uXu13xfGZTJdqlimKjPvhwRIqXycxA6CkdoCajLM5muzScu7fPu2fk23VkV9MjWI1fL7cLRXEpLO1Q,0,,,NONE,0,139,19,17,16,0,15,11,2,4,aFjtHb8wCa2olXTfzIEiEstKyIoOQQ-G_0UmsGKnG9LWIki3,426,FALSE,100,JUNGLE,164,1621,102,213509,0,31611,6,17694,0,29,710,30,1,1,40188,1382,811,1,3,2,0,0,50,4,11,7,0,191,0,64,1,0,0,0,0,0.803785758,4,544.6209514,0.282948841,0,1,23,0,3,1337.814453,375.7274978,0,0,0,0,6,2,0,0,0,0,1,760.8442143,0,4,1621.631001,504.0818324,0,1,4,2,2,68.00000006,0,0,0,19,0,0.633333333,0,2,4,3,0,1,0,0,6,3,0,0,0,25.99999991,1,3,0,-46.70000008,0,0,3,0,6631,0,0,0,0,0,13,1,0,0,0,0,2,0,6,117,29,0,0,1,3,0,8,0,19,0,0,7,0,0,1,0.155420317,0,2,0,2,3,5,0,1,0,2.140705347,1.875044155,11,9,0,,,,
